#Query ID,#Subject,#Subject accession,#Subject Taxonomy ID,#Identity percentage,#Coverage,#evalue,#bitscore,#Source,#Taxonomy
ESV_1,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_frauenfeldii,Eukaryota/Bacillariophyta/Fragilariophyceae/Thalassionematales/Thalassionemataceae/Thalassionema/Thalassionema_frauenfeldii,N/A,99620,100,1.7E-134,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6147,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp,N/A,94275,99,1.36E-110,401,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6148,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_subtropica,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Halamphora/Halamphora_subtropica,N/A,95019,99,2.27E-113,411,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6149,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sulcata,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_sulcata,N/A,93916,100,1.77E-109,398,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6150,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diadesmidaceae/Diadesmis/Diadesmis_confervacea,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Diadesmidaceae/Diadesmis/Diadesmis_confervacea,N/A,91954,99,4.98E-100,366,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6151,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_sp,N/A,98859,100,3.69E-131,470,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6152,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_baculus,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_baculus,N/A,93130,99,1.37E-105,385,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6153,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,96198,100,1.74E-119,431,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6154,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,95652,96,2.93E-112,407,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6155,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,N/A,95817,100,8.1E-118,425,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6156,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp._(in:_Bacillariophyta),N/A,94297,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6157,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_nipkowii,N/A,96958,100,8.04E-123,442,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6158,Eukaryota/Bacillariophyta/Fragilariophyceae/Rhaphoneidales/Rhaphoneidaceae/Rhaphoneis/Rhaphoneis_amphiceros,Eukaryota/Bacillariophyta/Fragilariophyceae/Rhaphoneidales/Rhaphoneidaceae/Rhaphoneis/Rhaphoneis_amphiceros,N/A,92366,99,2.97E-102,374,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6159,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_sp,N/A,85227,100,4.02E-71,270,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6160,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Halamphora_hyalina,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Halamphora_hyalina,N/A,96958,100,8.04E-123,442,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6161,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_baculus,Eukaryota/Bacillariophyta/Fragilariophyceae/Ardissoneales/Ardissoneaceae/Ardissonea/Ardissonea_baculus,N/A,89655,99,5.05E-90,333,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6163,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Dimeregramma/Dimeregramma_sp.,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Dimeregramma/Dimeregramma_sp,N/A,80153,99,8.94E-48,193,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6164,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf_sigma,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf_sigma,N/A,94297,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6165,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_minutissimum,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_minutissimum,N/A,93536,100,8.21E-108,392,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6166,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_lativentralis,N/A,91221,99,1.08E-96,355,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6167,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Surirella/Surirella_febigeri,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Surirella/Surirella_febigeri,N/A,82308,98,3.17E-57,224,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6168,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_circinalis,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_circinalis,N/A,96183,99,6.26E-119,429,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6169,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_sp._Na17B2,Eukaryota/Bacillariophyta/Mediophyceae/Chaetocerotales/Chaetocerotaceae/Chaetoceros/Chaetoceros_sp._Na17B2,N/A,98855,99,1.33E-130,468,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6171,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_acidoclinata,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_acidoclinata,N/A,93916,100,1.77E-109,398,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6172,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_inconspicua,N/A,95817,100,8.1E-118,425,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6173,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthaceae/Craspedostauros/Craspedostauros_amphoroides,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthaceae/Craspedostauros/Craspedostauros_amphoroides,N/A,85441,99,1.12E-71,272,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6174,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Caloneis/Caloneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pinnulariaceae/Caloneis/Caloneis_sp,N/A,97318,99,2.24E-123,444,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6175,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Dimeregramma/Dimeregramma_sp.,Eukaryota/Bacillariophyta/Mediophyceae/Triceratiales/Plagiogrammaceae/Dimeregramma/Dimeregramma_sp,N/A,87645,98,1.42E-80,302,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6176,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_frustulum,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_frustulum,N/A,94297,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6177,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Sellaphora/Sellaphora_saugerresii,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Sellaphora/Sellaphora_saugerresii,N/A,95437,100,3.77E-116,420,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6178,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_sp,N/A,96212,100,1.74E-119,431,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6179,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_gracilis,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Entomoneidaceae/Entomoneis/Entomoneis_gracilis,N/A,99620,100,1.7E-134,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6180,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Cylindrotheca/Cylindrotheca_closterium,N/A,93536,100,8.21E-108,392,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6181,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_reimeri,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Achnanthidium/Achnanthidium_reimeri,N/A,93561,100,8.21E-108,392,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6182,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Pleurosigma/Pleurosigma_sp,N/A,94253,99,4.91E-110,399,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6183,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,N/A,94297,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6184,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_feriarum,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Haslea/Haslea_feriarum,N/A,95817,100,8.1E-118,425,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6185,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Bacillaria/Bacillaria_paxillifer,N/A,98084,99,1.03E-126,455,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6186,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_incertata,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Naviculaceae/Navicula/Navicula_incertata,N/A,95402,99,4.87E-115,416,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6187,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Gyrosigma/Gyrosigma_acuminatum,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Gyrosigma/Gyrosigma_acuminatum,N/A,83588,99,6.77E-64,246,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6188,Eukaryota/Bacillariophyta/Mediophyceae/Lithodesmiales/Lithodesmiaceae/Helicotheca/Helicotheca_tamesis,Eukaryota/Bacillariophyta/Mediophyceae/Lithodesmiales/Lithodesmiaceae/Helicotheca/Helicotheca_tamesis,N/A,94297,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6189,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_lorenziana,N/A,91538,99,8.33E-98,359,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6190,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Planothidium/Planothidium_victori,Eukaryota/Bacillariophyta/Bacillariophyceae/Achnanthales/Achnanthidiaceae/Planothidium/Planothidium_victori,N/A,93870,99,2.28E-108,394,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6191,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Donkinia/Donkinia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Pleurosigmataceae/Donkinia/Donkinia_sp,N/A,98099,100,7.98E-128,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6192,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_allanta,Eukaryota/Bacillariophyta/Bacillariophyceae/Thalassiophysales/Catenulaceae/Amphora/Amphora_allanta,N/A,96958,100,8.04E-123,442,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6193,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Stauroneis/Stauroneis_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Stauroneis/Stauroneis_sp,N/A,93536,100,8.21E-108,392,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6194,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp,N/A,95057,100,1.75E-114,414,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6195,Eukaryota/Bacillariophyta/Bacillariophyceae/Rhopalodiales/Rhopalodiaceae/Epithemia/Epithemia_iriomotensis,Eukaryota/Bacillariophyta/Bacillariophyceae/Rhopalodiales/Rhopalodiaceae/Epithemia/Epithemia_iriomotensis,N/A,97719,100,3.71E-126,453,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6196,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_complexa,Eukaryota/Bacillariophyta/Bacillariophyceae/Surirellales/Surirellaceae/Auricula/Auricula_complexa,N/A,95437,100,3.77E-116,420,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6197,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Stauroneidaceae/Schizostauron/Schizostauron_sp,N/A,94297,100,3.79E-111,403,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6198,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonella/Gomphonella_olivacea,Eukaryota/Bacillariophyta/Bacillariophyceae/Cymbellales/Gomphonemataceae/Gomphonella/Gomphonella_olivacea,N/A,95057,100,1.75E-114,414,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6199,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._pusilla,Eukaryota/Bacillariophyta/Bacillariophyceae/Bacillariales/Bacillariaceae/Nitzschia/Nitzschia_cf._pusilla,N/A,93536,100,8.21E-108,392,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
ESV_6200,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Rossia/Rossia_sp.,Eukaryota/Bacillariophyta/Bacillariophyceae/Naviculales/Sellaphoraceae/Rossia/Rossia_sp,N/A,95437,100,3.77E-116,420,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
